Commodity,Year,Attribute,Value
Pecans: Per capita availability adjusted for loss,2016,Calories available daily-Number,3.084778748
Pecans: Per capita availability adjusted for loss,2017,Calories available daily-Number,3.302171654
Pecans: Per capita availability adjusted for loss,2018,Calories available daily-Number,3.716813679
Pecans: Per capita availability adjusted for loss,1970,Food pattern equivalents-Ounce-eq,0.028939272
Pecans: Per capita availability adjusted for loss,1971,Food pattern equivalents-Ounce-eq,0.031773618
Pecans: Per capita availability adjusted for loss,1972,Food pattern equivalents-Ounce-eq,0.030890971
Pecans: Per capita availability adjusted for loss,1973,Food pattern equivalents-Ounce-eq,0.030646739
Pecans: Per capita availability adjusted for loss,1974,Food pattern equivalents-Ounce-eq,0.02811964
Pecans: Per capita availability adjusted for loss,1975,Food pattern equivalents-Ounce-eq,0.028014278
Pecans: Per capita availability adjusted for loss,1976,Food pattern equivalents-Ounce-eq,0.023900009
Pecans: Per capita availability adjusted for loss,1977,Food pattern equivalents-Ounce-eq,0.026562619
Pecans: Per capita availability adjusted for loss,1978,Food pattern equivalents-Ounce-eq,0.027871061
Pecans: Per capita availability adjusted for loss,1979,Food pattern equivalents-Ounce-eq,0.033324519
Pecans: Per capita availability adjusted for loss,1980,Food pattern equivalents-Ounce-eq,0.030616433
Pecans: Per capita availability adjusted for loss,1981,Food pattern equivalents-Ounce-eq,0.032190714
Pecans: Per capita availability adjusted for loss,1982,Food pattern equivalents-Ounce-eq,0.034703165
Pecans: Per capita availability adjusted for loss,1983,Food pattern equivalents-Ounce-eq,0.034193127
Pecans: Per capita availability adjusted for loss,1984,Food pattern equivalents-Ounce-eq,0.038266199
Pecans: Per capita availability adjusted for loss,1985,Food pattern equivalents-Ounce-eq,0.03384762
Pecans: Per capita availability adjusted for loss,1986,Food pattern equivalents-Ounce-eq,0.038487395
Pecans: Per capita availability adjusted for loss,1987,Food pattern equivalents-Ounce-eq,0.038420349
Pecans: Per capita availability adjusted for loss,1988,Food pattern equivalents-Ounce-eq,0.044339634
Pecans: Per capita availability adjusted for loss,1989,Food pattern equivalents-Ounce-eq,0.032632151
Pecans: Per capita availability adjusted for loss,1990,Food pattern equivalents-Ounce-eq,0.033670738
Pecans: Per capita availability adjusted for loss,1991,Food pattern equivalents-Ounce-eq,0.031706005
Pecans: Per capita availability adjusted for loss,1992,Food pattern equivalents-Ounce-eq,0.028130833
Pecans: Per capita availability adjusted for loss,1993,Food pattern equivalents-Ounce-eq,0.037424202
Pecans: Per capita availability adjusted for loss,1994,Food pattern equivalents-Ounce-eq,0.026736272
Pecans: Per capita availability adjusted for loss,1995,Food pattern equivalents-Ounce-eq,0.036347326
Pecans: Per capita availability adjusted for loss,1996,Food pattern equivalents-Ounce-eq,0.0346038
Pecans: Per capita availability adjusted for loss,1997,Food pattern equivalents-Ounce-eq,0.032269531
Pecans: Per capita availability adjusted for loss,1998,Food pattern equivalents-Ounce-eq,0.033770855
Pecans: Per capita availability adjusted for loss,1999,Food pattern equivalents-Ounce-eq,0.028935832
Pecans: Per capita availability adjusted for loss,2000,Food pattern equivalents-Ounce-eq,0.033482331
Pecans: Per capita availability adjusted for loss,2001,Food pattern equivalents-Ounce-eq,0.032171413
Pecans: Per capita availability adjusted for loss,2002,Food pattern equivalents-Ounce-eq,0.03387586
Pecans: Per capita availability adjusted for loss,2003,Food pattern equivalents-Ounce-eq,0.032569401
Pecans: Per capita availability adjusted for loss,2004,Food pattern equivalents-Ounce-eq,0.035200869
Pecans: Per capita availability adjusted for loss,2005,Food pattern equivalents-Ounce-eq,0.031740118
Pecans: Per capita availability adjusted for loss,2006,Food pattern equivalents-Ounce-eq,0.031741046
Pecans: Per capita availability adjusted for loss,2007,Food pattern equivalents-Ounce-eq,0.031578286
Pecans: Per capita availability adjusted for loss,2008,Food pattern equivalents-Ounce-eq,0.035173627
Pecans: Per capita availability adjusted for loss,2009,Food pattern equivalents-Ounce-eq,0.034006094
Pecans: Per capita availability adjusted for loss,2010,Food pattern equivalents-Ounce-eq,0.037757215
Pecans: Per capita availability adjusted for loss,2011,Food pattern equivalents-Ounce-eq,0.025982234
Pecans: Per capita availability adjusted for loss,2012,Food pattern equivalents-Ounce-eq,0.030477798
Pecans: Per capita availability adjusted for loss,2013,Food pattern equivalents-Ounce-eq,0.025133519
Pecans: Per capita availability adjusted for loss,2014,Food pattern equivalents-Ounce-eq,0.034808021
Pecans: Per capita availability adjusted for loss,2015,Food pattern equivalents-Ounce-eq,0.030399309
Pecans: Per capita availability adjusted for loss,2016,Food pattern equivalents-Ounce-eq,0.031477334
Pecans: Per capita availability adjusted for loss,2017,Food pattern equivalents-Ounce-eq,0.033695629
Pecans: Per capita availability adjusted for loss,2018,Food pattern equivalents-Ounce-eq,0.03792667
Walnuts: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,0.348510139
Walnuts: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,0.406597105
Walnuts: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,0.388060072
Walnuts: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,0.395186532
Walnuts: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,0.419427101
Walnuts: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,0.507428304
Walnuts: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,0.517048652
Walnuts: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,0.489717143
Walnuts: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,0.374928212
Walnuts: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,0.429091885
Walnuts: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,0.500897183
Walnuts: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,0.523704364
Walnuts: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,0.473017961
Walnuts: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,0.520555065
Walnuts: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,0.482713845
Walnuts: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,0.485845302
Walnuts: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,0.492744038
Walnuts: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,0.467911759
Walnuts: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,0.505508415
Walnuts: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,0.454922506
Walnuts: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,0.457849442
Walnuts: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,0.457787689
Walnuts: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,0.468635736
Walnuts: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,0.379386584
Walnuts: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,0.446941443
Walnuts: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,0.387270847
Walnuts: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,0.326790944
Walnuts: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,0.366432817
Walnuts: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,0.380267908
Walnuts: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,0.511183012
Walnuts: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,0.442921608
Walnuts: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,0.421612144
Walnuts: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,0.529395665
Walnuts: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,0.50747156
Walnuts: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,0.530282924
Walnuts: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,0.420656901
Walnuts: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,0.542846281
Walnuts: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,0.477132656
Walnuts: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,0.477009671
Walnuts: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,0.555599082
Walnuts: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,0.451329535
Walnuts: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,0.422225209
Walnuts: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,0.4704643
Walnuts: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,0.468465695
Walnuts: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,0.412461092
Walnuts: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,0.397166015
Walnuts: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,0.569738506
Walnuts: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,0.502448931
Walnuts: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,0.542959602
Walnuts: Per capita availability adjusted for loss,1970,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1971,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1972,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1973,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1974,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1975,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1976,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1977,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1978,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1979,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1980,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1981,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1982,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1983,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1984,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1985,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1986,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1987,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1988,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1989,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1990,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1991,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1992,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1993,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1994,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1995,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1996,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1997,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1998,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1999,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2000,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2001,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2002,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2003,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2004,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2005,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2006,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2007,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2008,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2009,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2010,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2011,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2012,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2013,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2014,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2015,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2016,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2017,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,2018,Loss from primary to retail weight-Percent,0
Walnuts: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,0.348510139
Walnuts: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,0.406597105
Walnuts: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,0.388060072
Walnuts: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,0.395186532
Walnuts: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,0.419427101
Walnuts: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,0.507428304
Walnuts: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,0.517048652
Walnuts: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,0.489717143
Walnuts: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,0.374928212
Walnuts: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,0.429091885
Walnuts: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,0.500897183
Walnuts: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,0.523704364
Walnuts: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,0.473017961
Walnuts: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,0.520555065
Walnuts: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,0.482713845
Walnuts: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,0.485845302
Walnuts: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,0.492744038
Walnuts: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,0.467911759
Walnuts: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,0.505508415
Walnuts: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,0.454922506
Walnuts: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,0.457849442
Walnuts: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,0.457787689
Walnuts: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,0.468635736
Walnuts: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,0.379386584
Walnuts: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,0.446941443
Walnuts: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,0.387270847
Walnuts: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,0.326790944
Walnuts: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,0.366432817
Walnuts: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,0.380267908
Walnuts: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,0.511183012
Walnuts: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,0.442921608
Walnuts: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,0.421612144
Walnuts: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,0.529395665
Walnuts: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,0.50747156
Walnuts: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,0.530282924
Walnuts: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,0.420656901
Walnuts: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,0.542846281
Walnuts: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,0.477132656
Walnuts: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,0.477009671
Walnuts: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,0.555599082
Walnuts: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,0.451329535
Walnuts: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,0.422225209
Walnuts: Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,0.4704643
Walnuts: Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,0.468465695
Walnuts: Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,0.412461092
Walnuts: Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,0.397166015
Walnuts: Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,0.569738506
Walnuts: Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,0.502448931
Walnuts: Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,0.542959602
Walnuts: Per capita availability adjusted for loss,1970,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1971,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1972,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1973,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1974,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1975,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1976,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1977,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1978,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1979,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1980,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1981,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1982,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1983,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1984,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1985,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1986,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1987,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1988,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1989,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1990,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1991,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1992,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1993,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1994,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1995,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1996,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1997,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1998,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1999,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2000,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2001,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2002,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2003,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2004,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2005,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2006,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2007,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2008,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2009,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2010,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2011,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2012,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2013,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2014,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2015,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2016,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2017,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,2018,Loss from retail/ institutional to consumer level-Percent,6
Walnuts: Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,0.327599531
Walnuts: Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,0.382201279
Walnuts: Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,0.364776468
Walnuts: Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,0.37147534
Walnuts: Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,0.394261475
Walnuts: Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,0.476982605
Walnuts: Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,0.486025733
Walnuts: Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,0.460334114
Walnuts: Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,0.352432519
Walnuts: Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,0.403346372
Walnuts: Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,0.470843352
Walnuts: Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,0.492282102
Walnuts: Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,0.444636884
Walnuts: Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,0.489321761
Walnuts: Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,0.453751014
Walnuts: Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,0.456694584
Walnuts: Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,0.463179395
Walnuts: Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,0.439837053
Walnuts: Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,0.47517791
Walnuts: Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,0.427627156
Walnuts: Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,0.430378475
Walnuts: Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,0.430320427
Walnuts: Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,0.440517592
Walnuts: Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,0.356623389
Walnuts: Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,0.420124957
Walnuts: Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,0.364034596
Walnuts: Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,0.307183487
Walnuts: Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,0.344446848
Walnuts: Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,0.357451833
Walnuts: Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,0.480512031
Walnuts: Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,0.416346312
Walnuts: Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,0.396315415
Walnuts: Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,0.497631925
Walnuts: Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,0.477023267
Walnuts: Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,0.498465949
Walnuts: Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,0.395417487
Walnuts: Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,0.510275505
Walnuts: Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,0.448504697
Walnuts: Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,0.448389091
Walnuts: Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,0.522263137
Walnuts: Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,0.424249763
Walnuts: Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,0.396891696
Walnuts: Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,0.442236442
Walnuts: Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,0.440357754
Walnuts: Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,0.387713427
Walnuts: Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,0.373336054
Walnuts: Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,0.535554196
Walnuts: Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,0.472301995
Walnuts: Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,0.510382026
Walnuts: Per capita availability adjusted for loss,1970,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1971,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1972,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1973,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1974,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1975,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1976,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1977,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1978,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1979,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1980,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1981,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1982,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1983,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1984,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1985,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1986,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1987,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1988,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1989,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1990,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1991,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1992,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1993,Loss at consumer level-Nonedible share-Percent,0
Walnuts: Per capita availability adjusted for loss,1994,Loss at consumer level-Nonedible share-Percent,0
